Screen Name,Tweet,Liked,Favourite count,Retweet count,Description,Location,Followers,Tweet ID,Date Created
kkp4real,"@MobilePunch Who's Tinubu to tell us what to do, in this 21st century. If we decide not to accept PDP, are we going to continue with the killing spree under Buhari or his incompetent way of handling d affairs of the country. If APC want us to listen, they should present a competent candidate",0,1,0,"Media consulting, Corporate Branding, Reporter/Correspondence, Events Manager etc.","lagos, nigeria",180,979439823810424833,2018-03-29 19:27:05
bj_media,"Retweeted Rosanwo (@rosanwo):

Booked a 8:45 flight from Abuja to Lagos with the hope of getting out of Abuja before Buhari, checked in at 7:20.

I hear the airspace will be closed until Buhari arrives in Lagos. 

madness 🇳🇬",1,0,0,"Sports Guy! 
 Email: mjboluwaji17@gmail.com","Lagos, Nigeria",585,979439803748958208,2018-03-29 19:27:00
News_AfricaNow,President Buhari committed to building capacity of workers- Dalung - https://t.co/PXnh2GfEKf https://t.co/PXnh2GfEKf,0,0,0,News and updates from all over Africa.,Nigeria,405,979439701282103296,2018-03-29 19:26:36
Niyidaram,See photos of Lagosians that came out enmasse to welcome President Buhari https://t.co/a3GLk9dew4 https://t.co/stK3brYEqn,1,0,0,Blogger,"Abuja, Nigeria",6712,979439650480803840,2018-03-29 19:26:24
ONTV_NIGERIA,"Buhari tasks political actors, stakeholders on peace, social justice  | https://t.co/z8bhyRWtvy",0,0,0,"Nigeria's #1 and most watched 100% Entertainment Television (UHF41 Lagos) w/ content cutting across music, movies, fashion, sports & more| business@ontvsite.com","Lagos, Nigeria",37806,979439646663987200,2018-03-29 19:26:23
idifu,"@dadiyata @Yaksbrother193 buhari is the worst thing to have happened 2 Nigeria, he's taken us backward",0,0,0,Do you while i do me,"Lagos,Nigeria",169,979439632067780609,2018-03-29 19:26:20
Kendo81326098,"@Laurestar Buhari is Judas and backstabber. Didn’t he licked Tinubu’s ass in 2015? What happened after he got rigged into office? Their honey moon only lasted till 29 May, 2015. Did Tinubu get what he was promised?",0,0,0,,,19,979439608986513409,2018-03-29 19:26:14
TheNationNews,"Our policies have led to improvement in transportation network, others – @MBuhari https://t.co/N2ss2UH73s",0,1,2,"Nigeria's Widest Circulating Newspaper.For accurate News, Sport and Entertainment. Need to reach us? ination@thenationonlineng.net
IG:thenationnewspaper","Lagos, Nigeria",543015,979439546277548032,2018-03-29 19:25:59
beecycloset,@Merchan_Tech Its people like dem dt will still vote for buhari nxt election because dey need drama....,0,0,0,"Wife and a fashion entrepreneur.
Bespoke fashion designer👗👗👗
Dnt follow me to unfollow me later...Dnt be a CONFUSED being!!!!","Lagos, Nigeria",449,979439538996170752,2018-03-29 19:25:57
MAZIOBIBOND1,"Group accuses Buhari's govt of deliberately assigning Kanu, Fani-Kayode's cases to Fulani judges - Daily Post Nigeria https://t.co/4L1jk4rfTm",0,0,1,"I AM A BIAFRA SON , &  I AM A COMPLETE BIAFRA BLOOD ,  HARD CORE BIAFRA ,  &  PLs ,  AM NOT A NIGERIA ,","New Delhi, India",1617,979439530943111170,2018-03-29 19:25:55
ShehuBello,"Our policies have led to improvement in transportation network, others – Buhari https://t.co/VDCaSAIWmG",1,0,0,"Online Reporter and Social Media Manager @thenationnews| 08080991741| Public Relations Specialist | Political Commentator & Strategist
https://t.co/AIPgA8HWLs","Lagos, Nigeria",188,979439509418004482,2018-03-29 19:25:50
Jay_SaidIt,The look on Buhari’s face is the look of a money who’s just secured a quick cheque for him and his boys https://t.co/7kqSh7kIjf,0,0,0,Nothing,Life long *** fan,3463,979439503692779522,2018-03-29 19:25:49
ViewNaija,"11.Declare Herdsmen Terrorists, Soyinka Tells Buhari - https://t.co/CB5v6c1fvJ

https://t.co/5nuTpB1kn5 Wike Okays Death Penalty For Kidnappers - https://t.co/hVjIqwRlIm https://t.co/CB5v6c1fvJ",0,0,0,"Web Video Community: Nigeria, Lifestyle, Arts, Culture, Politics, Business & Entertainment. Upload your Original Nigerian Video & ViewNaija through our Eyes.","Lagos, Nigeria",1043,979439438705995777,2018-03-29 19:25:33
sanmite2,"11.Declare Herdsmen Terrorists, Soyinka Tells Buhari - https://t.co/7npHhlHEah

https://t.co/FP5iLjOsKq Wike Okays Death Penalty For Kidnappers - https://t.co/sPcaTcI5hn https://t.co/jCtgRnL0pQ",0,0,0,Love doing my job....,Nigeria,359,979439423204089856,2018-03-29 19:25:30
titilayur,Please did Buhari come to Lagos today,0,0,0,PRAY....,A place Called FORWARD,715,979439402454847488,2018-03-29 19:25:25
ViewNaija,"9. Buhari Commissions 100,000 Capacity Sunti Golden Sugar Estate In Niger - https://t.co/1X8jXPEtSk

10.Senate Kicks Against Court Order On Electoral Amendment Bill - https://t.co/H80QOfs53h https://t.co/1X8jXPEtSk",0,0,0,"Web Video Community: Nigeria, Lifestyle, Arts, Culture, Politics, Business & Entertainment. Upload your Original Nigerian Video & ViewNaija through our Eyes.","Lagos, Nigeria",1043,979439375317590016,2018-03-29 19:25:18
IboroWilliam,Bola Tinubu’s Colloquium: What Nigerians must tell President Buhari https://t.co/VhgNBe64oz https://t.co/UqXzXPJMFj,1,0,0,"Web Designer, Lifestyle Blogger, and a Technical Educationist.",Uyo,117,979439373342175233,2018-03-29 19:25:18
sanmite2,"9. Buhari Commissions 100,000 Capacity Sunti Golden Sugar Estate In Niger - https://t.co/PiHYshJXvr

10.Senate Kicks Against Court Order On Electoral Amendment Bill - https://t.co/0M1bfYXGXV https://t.co/YUo3BYUle0",1,0,0,Love doing my job....,Nigeria,359,979439360729866243,2018-03-29 19:25:15
Gifted_steve,Fake Martin Luther King Award: ‘Buhari Serially Embarrassing Nigeria’ – PDP https://t.co/nvsZYLdXep https://t.co/jjuLMamq9z,0,0,0,Sir Steve,"Warangal, Hamamkonda, India",172,979439338667892737,2018-03-29 19:25:10
Akpompey10,Is Buhari  ever were Lagos was totally  shut down I regret  leaving  my house today @AkinwunmiAmbode You have finally  shown us now much u love lagosians....,0,0,0,,,125,979439248486076417,2018-03-29 19:24:48
adeshina_ajasa,"@royaljosh @ashani00 @pius_adesanmi 😂 boss I'm not a fan of Buhari, I didn't vote for him and and I don't regret it, I'd rather vote for a young man than him, but  this your Lateef sadik me I know sabi am,  ooo 😂 😂 😂",0,0,0,"I'm Adeshina I want to make positive impact on millions of African youths across the globe
 AjasaCGG;
catalyst for good governance
#setgoal
#possibilities","Lagos, Nigera",670,979439164444893186,2018-03-29 19:24:28
hitzng,"PRESIDENT BUHARI, OSINBAJO, AMBODE JOIN BOLA TINUBU AND WIFE ON STAGE TO CUT THE CAKE https://t.co/c2gfg1uEFL",0,0,0,Trends in Entertainment... Showing on ONTV [DSTV 257 & GOTV 96] @ 1pm Daily,Lagos,8991,979439154760208384,2018-03-29 19:24:26
me_u_lit,"Buhari is still Nigeria’s president (for now) until he’s ousted from office or time fast-forwards 

Drops pen...

Thoughts: abeg when is his last day in office? https://t.co/GScack6DU7",0,0,0,We count the spoils in battle👌🏻#Fierce,ekó ,3076,979439120874442752,2018-03-29 19:24:18
hitzng,ARRIVAL OF PRESIDENT BUHARI AT 10th Bola Ahmed Tinubu Colloquium today in Lagos https://t.co/7TtgbPUTCq,0,0,0,Trends in Entertainment... Showing on ONTV [DSTV 257 & GOTV 96] @ 1pm Daily,Lagos,8991,979439111131090946,2018-03-29 19:24:15
CybokNews,CybokNews Now: (Investing in people: Buhari's remarks at the 10th Bola Ahmed Tinubu Colloqium ( Full Text)) has been published on CybokNews - https://t.co/myXEefiF55 https://t.co/hqtRKLkrDV,0,0,0,"CybokNews is an independent, liberal online newspaper committed to the right of the individual to pursue his economic happiness, without undue interference.",Lagos,123,979439109151354880,2018-03-29 19:24:15
odumoopeyemi,"No joke, No sentiment, No hate.

The only working minister in buhari's cabinet is LAI MOHAMMED. 

He's good at what he was appointed for. He knows the job more than he knows the truth.",0,0,0,"Believes in God🙏🙏
Entrepreneur 💯
Waste Contractor🚒
September born🤓
Arsenal FC⚽
IG:opelobami",Ibadan.,558,979439065589272579,2018-03-29 19:24:04
thonY_YHL,"PDP Replies Tinubu: You Admitted Buhari, APC Have Failed https://t.co/wzFoR6MnwV https://t.co/BYGMAtTMp3",1,0,0,PR ▫️ Blogger ▫️ Event/Brand Promoter 🌍 thony_yhl@yahoo.com +2348101354474 🚏,"Lagos, Nigeria",12774,979439060681814016,2018-03-29 19:24:03
ipopcoda,"PDP Replies Tinubu: You Admitted Buhari, APC Have Failed https://t.co/wVFXDxHOWf https://t.co/4cC6yv9S9l",0,0,0,"separated for greatness, I love the fun and still want more #sapio  🧚‍♀️🧝🏼‍♀️ 🔞🔞",Nigeria,255,979439057850613760,2018-03-29 19:24:03
thonY_YHL,Easter: Full text of Buhari’s message to Christians https://t.co/sqhuiJXwAV https://t.co/9Dkz8axgpW,0,1,0,PR ▫️ Blogger ▫️ Event/Brand Promoter 🌍 thony_yhl@yahoo.com +2348101354474 🚏,"Lagos, Nigeria",12774,979439051135594496,2018-03-29 19:24:01
ipopcoda,Easter: Full text of Buhari’s message to Christians https://t.co/DNfyJOBRjf https://t.co/YB3inUiJMm,1,0,0,"separated for greatness, I love the fun and still want more #sapio  🧚‍♀️🧝🏼‍♀️ 🔞🔞",Nigeria,255,979439050183487488,2018-03-29 19:24:01
Naijacliq_com,Photos of President Buhari at the Bola Tinubu Colloquium https://t.co/9ls1k4HGcn https://t.co/HcbHDChI2K,1,0,0,"Your online news, gist, music & video portal.",Nigeria,285,979438901361340417,2018-03-29 19:23:25
CybokNews,Investing in people: Buhari’s remarks at the 10th Bola Ahmed Tinubu Colloqium ( Full Text) https://t.co/oH8L44nYEU,1,0,0,"CybokNews is an independent, liberal online newspaper committed to the right of the individual to pursue his economic happiness, without undue interference.",Lagos,123,979438875692105729,2018-03-29 19:23:19
kingkun_,Buhari's face gives me migraines.,0,0,0,you can't shame the shameless.,Old Trafford,630,979438842200707073,2018-03-29 19:23:11
kvngomo,"Honestly speaking, my dads trousers have offered me more change than Buhari ever had https://t.co/s0byastElM",0,0,0,"I.G: @_itsomo
👻:@playboy_offic
🇳🇬🇳🇬🇳",Everywhere,293,979438833187086342,2018-03-29 19:23:09
acresofsaphire,A friend says he has a contact in Havard that said the university wants to award Buhari Doctorate Degree in Economics (Honourary). Can you link me up with Femi Adesina?,0,1,1,The one who came back to say Thank you Jesus the Christ...,"Lagos, Nigeria",1557,979438703230836736,2018-03-29 19:22:38
stephmedusa,"@PusyWorshipper I'm beat right now preek no dey my agenda, Buhari and Ambode have finished me",0,0,0,"I'm 100% female who likes licking cunts and riding cocks, just here to av fun nothing serious #teambi #teamdoggy #arsenal",Lagos fucking  ur man ,57419,979438684427771905,2018-03-29 19:22:34
GeneralDimka,"@Elmaxi_ubongy @Rapperkale @9jayouthdecide He knows nothing,  bus stop commission is the only thing Buhari government achieved since 2015. How can a sitting president travel all the way to Lagos, just to commission Bus stop as Oshodi. Nigerians say no to Buhari come 2019.",0,0,0,,"Georgia, USA",327,979438668669743105,2018-03-29 19:22:30
fekydabone,This is simply a marketing strategy to honour Nigerian customers.Same way most high brawl hotels fly flags of countries which produce most if the world's tourist &amp; investors just to attract their patronage. Buhari's picture will b replaced the moment he siezes to be the president https://t.co/Ocf3n0hNzT,0,0,0,"#Arsenal#Socialcommentator #AdvocateofSanity,Decency&MutualRespectAmongstNigerians",,272,979438628064694277,2018-03-29 19:22:20
jehoshuachange,"What's your say on Buhari's visit to Lagos?
What do you think in the woman arrested for causing that bridge? And the blocked roads making Lagos people to trek excessively?",0,0,0,"#ilovejesusme #topofmygameme #freshguyme #lookbeyondwhatyousee
I'll make you famous
I'll make you successful
Just listen to my words... 
I'm a #successful sage","Warri, Nigeria",10,979438610264084480,2018-03-29 19:22:16
uwanigarrba,@AishaYesufu @MBuhari You are yet to know who is BUHARI,0,0,0,,London,204,979438539199873024,2018-03-29 19:21:59
fekydabone,@MrAyeDee @MBuhari This is simply a marketing strategy to honour Nigerian customers.Same way most high brawl hotels fly flags of countries which produce most if the world's tourist &amp; investors just to attract their patronage. Buhari's picture will b replaced the moment he siezes to be the president,0,0,0,"#Arsenal#Socialcommentator #AdvocateofSanity,Decency&MutualRespectAmongstNigerians",,272,979438534439374849,2018-03-29 19:21:58
pakcheman,"Noting that Easter is the season in which Christians mark the death and resurrection of Jesus Christ, which represents the triumph of good over evil and life over death, Buhari added that the period... https://t.co/RKVyCIkOtF",0,0,0,"On Air Personality. News Caster. I'm a miracle.
Youth Advocate and a Democrat.
I am Government.",Nigeria,1164,979438465870913536,2018-03-29 19:21:42
JideDAW,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Video) https://t.co/IfAZxIW6tz https://t.co/qCvU81tUUp,0,0,0,,"Lagos, Nigeria",442,979438368307150849,2018-03-29 19:21:18
dopreneur,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Video) https://t.co/UGBT22f5CB https://t.co/bNoCKbqX5C,0,0,0,"* Business plan developer
* Social Media Marketer. 
* Outsourcer
* Business Consultant
* Content developer
How may I help? 
olotuoz@gmail.com","Lagos, Nigeria",5706,979438353463603202,2018-03-29 19:21:15
Danny_ringz,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Video) https://t.co/eD0HwUeVBO https://t.co/CdeMm1SwK6,0,0,0,"s©Ng writer _ afrop0p singer _R&B $ing£R _ RAPER _FREESTYLE RECODING ARTISTE 
IG: Danny_ringz1
Facebook : H hop artiste ringz
whats sap 07012746599","Lagos, Nigeria",54,979438339827929090,2018-03-29 19:21:11
Raouc1,"The owner of Lagos had his 10th Colloquium today and the state was shut down using Buhari visiting to commission a project as a disguise. 
Power is sweet sha!",0,0,0,I am me. Don't care what else you think about me. #Husband #Father @ManchesterUnitedFan #Entrepreneur #FutureLeader #exBanker,Everywhere##,446,979438316180340736,2018-03-29 19:21:06
ocnellygreat,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Video) https://t.co/RuAoAF936W https://t.co/Vlub8mPM0r,1,0,0,Am a talented hip hop upcoming singer ..I always love music till I die,Lagos,12,979438308840402949,2018-03-29 19:21:04
Gifted_steve,SHAME: Family Of Late Martin Luther King Denies Giving Buhari A Merit Award https://t.co/QvUE2ZE8V4 https://t.co/UHoJ9PLVyz,0,0,0,Sir Steve,"Warangal, Hamamkonda, India",172,979438306416058369,2018-03-29 19:21:03
luvlygurlie,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Video) https://t.co/ldPfr4X7zO https://t.co/cWQwsMXWx1,0,0,0,classy chic crazy stylish cool goal-getter beautiful-soul -------- smart allergic2stupidity hates all -i know it all's- PRETENDERS (turnoff) ------- 'there's,Land of no return,87,979438292793024512,2018-03-29 19:21:00
bayowyns,"Pres. Buhari freezed Lagos today.
Hello Lagosians, you can all unfreeze now",1,0,0,#Gadget & #software analyst/Connoisseur #ICT Expert #Poet & love art too,,56,979438288321810434,2018-03-29 19:20:59
lanredcreator,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Video) https://t.co/BN75hku8PE https://t.co/ro0jn2S246,0,0,0,"Promotions  Trend Starter  Branding  
 
  Project Management  
  
    📞+2348090850873             
    
       📧realonlinehype@gmail.com",Heaven,25856,979438277278228480,2018-03-29 19:20:57
OPsalmmy,"Aisha Buhari, Nigeria’s first lady, has condemned the practice of spending the nation’s resources abroad via medical tourism.",1,0,0,God Fearing Guy,Lagos,34,979438276896534528,2018-03-29 19:20:56
PrinxMaurice,"Buharists and Buharideens say to we normal folks: If you don't like Nigeria, then leave.

They are so shallow in equating Nigeria to Buhari.
If they so love Nigeria without people like me in it, they can do well by getting us a VISA out of Nigeria &amp; paying for our tickets.",0,0,0,"Writer and speaker on leadership, business and criticality. Tweets to help people especially the young unleash their untrammeled minds.",,8326,979438264061972485,2018-03-29 19:20:53
itz_Whatsapp,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Video) https://t.co/a458ZGxy1L https://t.co/OdtRTu18Kw,1,0,0,"CEO W-Entertainment, Event Organizer/Management, PR Expert, Publicist and Media Content Developer at Dami Adenuga World Business: 08066097565 #DAW",FPB To The World,230,979438261507674114,2018-03-29 19:20:53
NellyGatwi,"Mmmh, this picture is missing the Buhari's, the Zuma's, the Mugabe's, the Dino Melaiye's, the Teodoro Obiang's, the Yahya Jammehs's the José Eduardo's...need I say more? But, close enough. https://t.co/rQv6KFysuT",0,0,0,Almost there.,Kenya,5243,979438255241334784,2018-03-29 19:20:51
gbemisolarh_,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Video) https://t.co/6O2Pafz69d https://t.co/411fVnuykS,0,0,0,"BABY PUBLICIST|| 
Brand builder || 
 email: gbemisolarh1@gmail.com  Snapchat:gbemisolarh  IG:@gbemisolarh",,9597,979438247460966400,2018-03-29 19:20:49
DAMIADENUGA,Tinubu Blast Obasanjo Over His Letters To President Muhammadu Buhari (Video) https://t.co/YP6cIJp06C https://t.co/KZMy6uZk2k,0,2,1,CEO/Founder DAMI ADENUGA WORLD | Social Media Pundit | Project & Business Manager | 📧 dami@damiadenuga.com | 📱 +234 810 9373 702,"Lagos, Nigeria",126773,979438232864743430,2018-03-29 19:20:46
voiceofnigeria,"President Buhari urges renewed hope as Christians celebrate Easter - https://t.co/Ui2DkRbI2U Muhammadu Buhari has urged Nigerians to exhibit renewed hope for the progress of the nation as the Christians mark the Easter season.

In his Easter message to the nation, President ... https://t.co/RSUVrxZs00",0,0,0,Nigeria's International Broadcast station. (The authoritative choice),Nigeria,6816,979438179374673920,2018-03-29 19:20:33
femiTRIP,"We laid the foundation of another milestone today. 

Even Buhari is not enough to stop us. The road may be rough but we know it's leading us to a better destination.",1,0,0,Your personal problem || If you do anyhow you go collect {shakabula for head},land of the living. ,1983,979438156008312833,2018-03-29 19:20:28
JA_Olaoye,"If we don't stop impunity it will consume us as common citizens.
After her husband and son got treatment abroad...is okay.
EXTRA: Aisha Buhari condemns foreign medical treatment - TheCable https://t.co/zAQ1mD4eLJ via @thecableng",0,0,0,Project Manager | Talk about Family | Entrepreneur | Fearless | Supporter of +ve change | Love 🚘| Love Africa | Volunteered Adviser To FG & State Gov't of 🇳🇬,World,559,979438140762017795,2018-03-29 19:20:24
lawsbollnews,"Some people failed to trek for Buhari in 2015 and in Lagos today, they were forced to trek for Buhari",0,0,0,"https://t.co/5450IgHtvfNews around the globe, Sports and GOSSIPS Contact for details +2348148336761 email: modebolalawrence@gmail.com or resque11@yahoo.com","ÜT: 6.635923,3.2874514",692,979438101293617154,2018-03-29 19:20:15
gvicsocial,"Latest--Bola Tinubu At 66: Buhari Does the Cutting of Cake

President Muhammadu Buhari on Thursday joined former Lagos State Governor, Bola Tinubu in cutting his birthday cake as he turned 66.

The Celebrant, Tinubu was also accompanied by his wife Remi … https://t.co/NusiCvZkPh",0,0,0,"GISTVIC is an all-round entertainment and music body bringing YOU all the latest news, music, videos and information you NEED to know.","Lagos, Nigeria",74,979438087481757701,2018-03-29 19:20:11
Mrkanabiskanab2,"@MAZIOBIBOND1 We know it very well that this man is a polititiant!!we don't care after,all,'he is pedophile a child rapist like buhari nigerian president@",0,0,0,Iand i the highest cannabis smoker,,58,979438067227480065,2018-03-29 19:20:06
zubzey,"@newscantell @Dope_Template Even the same thing happened when Buhari came to Mozambique, Katankobia and Panyaa",0,0,0,"I won't say am interesting,cool,fun to be with, ambitious, music lover and all those interesting things, meeting me would just be a confirmation of all i wrote.","Honolulu, HI",161,979438062399827968,2018-03-29 19:20:05
alofe_moses,"REMARKS BY HIS EXCELLENCY, PRESIDENT MUHAMMADU BUHARI
AT THE 10TH BOLA AHMED TINUBU COLLOQUIUM
29TH MARCH, 2018

INVESTING IN PEOPLE

I am happy to be here with you to celebrate the birthday of my friend and political... https://t.co/2aH6jIwkft",0,0,0,"Soft and Easy-GOING
#Instagram @alofe_moses #Champoin_ChelseaFc  #AlwayshardtoCONVINCE",Somewhere on A RADAR,701,979438050500628482,2018-03-29 19:20:02
Channels24_UK,"Pray For Return Of Those In Captivity, Buhari Tells Nigerians https://t.co/scabvVAbMf https://t.co/tvng1V8m8V",1,1,0,"The Official Twitter Account of Channels24 UK. Watch Channels Television Live on Sky Channel 575, UK. #Channels24.",United Kingdom,288453,979438041826705408,2018-03-29 19:20:00
Asmailafiya,@DeeOneAyekooto Is only on the eve of Buhari's visit to Lagos they approved useless project that will not be executed. Continue!,0,0,0,Do not take anything from your brother except what is given freely...,,1240,979438040908226566,2018-03-29 19:20:00
segunafc,What's the difference between you and buhari? 😔😔😔 https://t.co/wvj7JIiknI,1,1,1,"God's own property, Arsenal fan,lover of good football....","Ibadan,Nigeria",1149,979437990333308928,2018-03-29 19:19:48
EncaraXeno,"Something is wrong. Like: Ambode feels he should be the one sitting close to Buhari. But Buhari is like, I told y’all already. “I belong to no one.” LOL https://t.co/ctZzTBZxhC",1,0,0,Embrace Everything; Challenge Everything || Love Always || joie de vivre,"Lagos, Nigeria",1245,979437971622498304,2018-03-29 19:19:44
umehjunior,Where is Buhari sleeping tonight?we need to send him to his creator,0,0,0,love God ....#Afc,,361,979437936214204417,2018-03-29 19:19:35
